,county,latitude_x,longitude_x,state,latitude_y,longitude_y,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW]
387,Los Angeles,34.067886,-118.24599,CA,34.239788,-118.585556,16893,Prairie,2021,PV,single-axis,180.0,10.0,,1.8
388,Los Angeles,34.067886,-118.24599,CA,34.236275,-118.565414,13077,Nordhoff Place,2014,PV,fixed-tilt,190.0,30.0,,0.9
389,Los Angeles,34.067886,-118.24599,CA,33.849991,-118.307465,16215,Francisco St. Solar,2018,PV,single-axis,180.0,10.0,,1.2
390,Los Angeles,34.067886,-118.24599,CA,33.845943,-118.301819,41592,"20333 Normandie PV, LLC",2021,PV,single-axis,180.0,15.0,,2.6
391,Los Angeles,34.067886,-118.24599,CA,34.095821,-117.782631,15811,Gilead Sciences La Verne Rooftop Solar,2021,PV,single-axis,180.0,34.0,batteries,1.7
392,Los Angeles,34.067886,-118.24599,CA,34.243671,-118.585106,17979,"20701 Plummer PV, LLC",2022,PV,fixed-tilt,180.0,15.0,,1.5
393,Los Angeles,34.067886,-118.24599,CA,33.722401,-118.273758,14866,Alta Sea,2023,PV,fixed-tilt,252.0,13.0,,1.8
394,Los Angeles,34.067886,-118.24599,CA,34.226341,-118.498848,21513,"8500 Balboa PV, LLC",2022,PV,single-axis,180.0,15.0,,3.2
395,Los Angeles,34.067886,-118.24599,CA,34.213833,-118.493912,26921,Aerolease,2018,PV,fixed-tilt,180.0,10.0,,1.3
396,Madera,37.037074,-120.009796,CA,36.941044,-120.046432,25159,Madera Community Hospital,2011,PV,single-axis,180.0,20.0,,1.0
397,Madera,37.037074,-120.009796,CA,36.942734,-120.15889,38593,City of Madera WWTP,2009,PV,dual-axis,180.0,,,1.0
398,Madera,37.037074,-120.009796,CA,37.120529,-120.324509,447630,Adera Solar,2015,PV,fixed-tilt,180.0,25.0,,20.0
399,Madera,37.037074,-120.009796,CA,36.941391,-119.962639,1322563,Borden Solar Farm,2020,PV,single-axis,180.0,,,50.0
400,Madera,37.037074,-120.009796,CA,37.056274,-120.167305,41495,Madera 1 PV,2017,PV,single-axis,180.0,0.0,,1.5
401,Madera,37.037074,-120.009796,CA,36.91629,-119.971611,103723,Pacific Ethanol Madera Solar Array,2018,PV,single-axis,180.0,52.0,,3.9
402,Madera,37.037074,-120.009796,CA,37.088001,-120.150993,59617,DGS Valley State Prison,2021,PV,single-axis,225.0,7.0,,2.3
403,Madera,37.037074,-120.009796,CA,36.825592,-120.318359,97215,Wonderful Orchards-New Columbia,2020,PV,fixed-tilt,35.0,37.0,,5.0
404,Madera,37.037074,-120.009796,CA,37.109661,-120.298294,18849,Five H Farms Solar Array,2021,PV,fixed-tilt,40.0,40.0,,1.1
405,Madera,37.037074,-120.009796,CA,36.957291,-120.034508,35591,CA - Madera USD - Madera South HS,2022,PV,"fixed-tilt,single-axis",180.0,7.0,,1.2
406,Madera,37.037074,-120.009796,CA,36.946457,-120.077629,44354,Sealed Air Madera Solar Project,2022,PV,single-axis,180.0,10.0,batteries,3.0
407,Madera,37.037074,-120.009796,CA,37.102028,-120.152214,55678,DGS Central California Womens Facility,2020,PV,fixed-tilt,225.0,7.0,,2.0
408,Madera,37.037074,-120.009796,CA,36.83762,-120.314598,90750,Wonderful Firebaugh,2022,PV,dual-axis,35.0,26.0,,5.4
409,Marin,37.986474,-122.546657,CA,38.155197,-122.566307,37218,Silveira Ranch Road Solar,2021,PV,fixed-tilt,178.0,20.0,,3.0
410,Marin,37.986474,-122.546657,CA,38.134327,-122.575569,12155,"Cottonwood Solar, LLC Cottonwood Carport",2016,PV,single-axis,180.0,5.0,,1.0
411,Merced,37.274812,-120.628944,CA,36.927662,-120.807159,554705,Vega Solar,2015,PV,single-axis,90.0,,,20.0
412,Merced,37.274812,-120.628944,CA,37.120708,-121.038841,1376162,Quinto Solar PV Project,2015,PV,single-axis,0.0,0.0,,105.1
413,Merced,37.274812,-120.628944,CA,37.351231,-120.507362,41711,2097 Helton Solar Project,2014,PV,single-axis,90.0,,,1.5
414,Merced,37.274812,-120.628944,CA,37.2687,-120.483315,50425,"Merced Solar, LLC",2014,PV,single-axis,180.0,25.0,,1.5
415,Merced,37.274812,-120.628944,CA,37.267338,-120.483315,50986,"Mission Solar, LLC",2014,PV,single-axis,180.0,25.0,,1.5
416,Merced,37.274812,-120.628944,CA,37.057785,-120.64901,50397,Sun Harvest Solar NDP1,2015,PV,single-axis,0.0,0.0,,1.5
417,Merced,37.274812,-120.628944,CA,37.014652,-120.957298,4196046,Wright Solar Park,2019,PV,single-axis,180.0,,,200.0
418,Merced,37.274812,-120.628944,CA,36.989437,-120.878326,73205,Merced 1 PV,2018,PV,single-axis,180.0,0.0,,3.0
419,Merced,37.274812,-120.628944,CA,37.368317,-120.4179,39092,UC Merced Solar Hybrid,2018,PV,fixed-tilt,48.0,10.0,batteries,4.5
420,Merced,37.274812,-120.628944,CA,37.362297,-120.414612,32943,Broadway 3 - UC Merced 1,2009,PV,dual-axis,180.0,0.0,,1.0
421,Merced,37.274812,-120.628944,CA,36.983742,-120.630753,2713,Dos Palos,2021,PV,fixed-tilt,0.0,25.0,,1.0
422,Merced,37.274812,-120.628944,CA,37.053532,-120.63208,22981,Henry Miller RD,2018,PV,single-axis,180.0,30.0,,1.5
423,Monterey,36.614681,-121.646692,CA,35.871853,-120.331581,3112814,"CA Flats Solar 130, LLC",2017,PV,single-axis,180.0,,,130.0
424,Monterey,36.614681,-121.646692,CA,36.708225,-121.76899,24227,Monterey Regional Water Pollution Control Agency,2010,PV,single-axis,195.0,26.0,,1.0
425,Monterey,36.614681,-121.646692,CA,35.83498,-120.29731,2630566,"CA Flats Solar 150, LLC",2019,PV,single-axis,180.0,,,150.0
426,Monterey,36.614681,-121.646692,CA,36.615612,-121.635162,85968,D'Arrigo Brothers-Phase 4,2019,PV,single-axis,180.0,20.0,batteries,1.7
427,Monterey,36.614681,-121.646692,CA,36.181805,-121.026764,48324,Blackjack Solar,2020,PV,fixed-tilt,180.0,10.0,,4.0
428,Monterey,36.614681,-121.646692,CA,36.470478,-121.371887,73677,CA-DGS- RFP-Correctional Training Fac,2024,PV,single-axis,180.0,0.0,,1.6
429,Monterey,36.614681,-121.646692,CA,36.46809,-121.37075,102735,CA-DGS RFP-Salinas Valley State Prison,2023,PV,single-axis,90.0,,,3.3
430,Napa,38.325108,-122.319983,CA,38.160725,-122.213852,57332,American Canyon Solar,2019,PV,single-axis,180.0,52.0,,3.0
431,Napa,38.325108,-122.319983,CA,38.237461,-122.275551,48581,Soscol Ferry Solar,2020,PV,single-axis,180.0,,,2.0
432,Napa,38.325108,-122.319983,CA,38.512592,-122.477386,14614,Beringer,2009,PV,fixed-tilt,120.0,0.0,,1.4
433,Orange,33.732683,-117.858773,CA,33.788017,-118.06559,158323,BCE Los Alamitos 1,2023,PV,single-axis,180.0,,batteries,10.0
434,Orange,33.732683,-117.858773,CA,33.786602,-118.048683,178629,BCE Los Alamitos 2,2023,PV,single-axis,180.0,,batteries,10.0
435,Orange,33.732683,-117.858773,CA,33.800076,-117.920906,31502,Anaheim Solar Energy Plant,2014,PV,single-axis,180.0,5.0,,2.1
436,Orange,33.732683,-117.858773,CA,33.87907,-117.888657,25565,CSUF Nutwood Solar,2016,PV,single-axis,180.0,10.0,,1.9
437,Orange,33.732683,-117.858773,CA,33.877949,-117.995766,9742,Alticor Inc - Solar Project,2017,PV,single-axis,180.0,10.0,,1.2
438,Orange,33.732683,-117.858773,CA,33.922112,-117.939339,13004,Kroger La Habra,2020,PV,single-axis,180.0,10.0,,1.2
439,Orange,33.732683,-117.858773,CA,33.672852,-117.912521,28747,Orange Coast College PH2 Solar Project,2022,PV,fixed-tilt,10.0,10.0,batteries,3.1
440,Orange,33.732683,-117.858773,CA,33.883007,-117.886246,15358,CSUF Trigeneration,2012,PV,fixed-tilt,180.0,10.0,,4.3
441,Orange,33.732683,-117.858773,CA,33.881119,-117.891617,11289,CSUF State College,2016,PV,single-axis,180.0,10.0,,1.0
442,Placer,38.839708,-121.198379,CA,38.858898,-121.346092,37598,Lincoln WWTF Hybrid,2021,PV,fixed-tilt,0.0,0.0,batteries,3.0
443,Riverside,33.799274,-117.076969,CA,33.923347,-116.594551,51433,North Palm Springs 1A,2012,PV,single-axis,225.0,45.0,,2.4
444,Riverside,33.799274,-117.076969,CA,33.565189,-114.918556,107874,"Ironwood Solar, LLC",2012,PV,single-axis,180.0,0.0,,4.0
445,Riverside,33.799274,-117.076969,CA,33.923046,-116.530144,50681,Desert Hot Springs Solar,2013,PV,single-axis,90.0,45.0,,2.2
446,Riverside,33.799274,-117.076969,CA,33.56847,-114.917992,80901,Chuckawalla Solar,2012,PV,single-axis,180.0,0.0,,4.0
447,Riverside,33.799274,-117.076969,CA,33.566906,-114.918045,81974,SunEdison Ironwood State Prison,2008,PV,single-axis,90.0,,,0.9
448,Riverside,33.799274,-117.076969,CA,33.818886,-115.389389,11995765,"Desert Sunlight 300, LLC",2014,PV,fixed-tilt,120.0,22.0,,313.7
449,Riverside,33.799274,-117.076969,CA,33.59705,-114.571953,13490,Venable Solar 2,2015,PV,fixed-tilt,198.0,20.0,,1.5
450,Riverside,33.799274,-117.076969,CA,33.598564,-114.571678,39818,Venable Solar 1,2015,PV,fixed-tilt,198.0,20.0,,1.5
451,Riverside,33.799274,-117.076969,CA,33.891071,-116.543137,78292,"Garnet Solar Generation Station I, LLC",2014,PV,single-axis,0.0,0.0,,4.0
452,Riverside,33.799274,-117.076969,CA,33.591465,-114.745087,555075,"Solar Blythe, LLC",2009,PV,fixed-tilt,180.0,24.0,,21.0
453,Riverside,33.799274,-117.076969,CA,33.701519,-114.75563,7251029,McCoy Solar Energy Project Hybrid,2016,PV,single-axis,0.0,0.0,batteries,270.6
454,Riverside,33.799274,-117.076969,CA,33.565266,-114.903854,18014,Chuckawalla Valley State Prison,2006,PV,fixed-tilt,180.0,20.0,,0.9
455,Riverside,33.799274,-117.076969,CA,33.908672,-116.56015,85218,North Palm Springs 4A,2012,PV,single-axis,225.0,45.0,,4.0
456,Riverside,33.799274,-117.076969,CA,33.666084,-114.656906,32527,Palo Verde College,2009,PV,single-axis,0.0,30.0,,1.2
457,Riverside,33.799274,-117.076969,CA,33.741196,-117.011101,363034,"AP North Lake I, LP",2015,PV,single-axis,180.0,0.0,,20.0
458,Riverside,33.799274,-117.076969,CA,33.974419,-117.408104,86215,Tequesquite Landfill Solar PV Project,2015,PV,fixed-tilt,180.0,8.0,,7.5
459,Riverside,33.799274,-117.076969,CA,33.712238,-117.073013,22945,Diamond Valley Solar Project,2015,PV,single-axis,180.0,25.0,,1.3
460,Riverside,33.799274,-117.076969,CA,33.753075,-115.345924,1325935,Athos Solar Project,2019,PV,single-axis,60.0,,,250.0
461,Riverside,33.799274,-117.076969,CA,33.863781,-117.214035,65341,EMWD-Moreno Valley RWRF,2021,PV,dual-axis,180.0,,,2.4
462,Riverside,33.799274,-117.076969,CA,33.624294,-114.699181,530112,Solar Blythe 2,2017,PV,single-axis,180.0,,,21.0
463,Riverside,33.799274,-117.076969,CA,33.548775,-115.981735,1573694,Colgreen North Shore Solar Farm,2018,PV,single-axis,180.0,,,74.8
464,Riverside,33.799274,-117.076969,CA,33.673668,-114.73806,2902524,"Blythe Solar 110, LLC",2016,PV,single-axis,0.0,0.0,batteries,109.8
465,Riverside,33.799274,-117.076969,CA,33.684155,-114.739769,4087626,"Blythe Solar II, LLC",2016,PV,single-axis,0.0,0.0,batteries,131.2
466,Riverside,33.799274,-117.076969,CA,33.536297,-117.196785,91312,RCWD PV Project,2016,PV,single-axis,0.0,0.0,,3.9
467,Riverside,33.799274,-117.076969,CA,33.557209,-116.642212,60787,SunAnza,2020,PV,fixed-tilt,180.0,27.0,batteries,3.4
468,Riverside,33.799274,-117.076969,CA,33.717693,-116.198311,13519,Valley Sanitary District WTP Solar,2016,PV,fixed-tilt,180.0,20.0,,1.0
469,Riverside,33.799274,-117.076969,CA,33.770206,-116.904251,29716,Soboba Community Solar Project,2017,PV,fixed-tilt,200.0,25.0,,1.7
470,Riverside,33.799274,-117.076969,CA,33.798115,-117.017159,48657,EMWD-San Jacinto RWRF NEM,2021,PV,single-axis,180.0,52.0,,1.3
471,Riverside,33.799274,-117.076969,CA,33.696133,-117.216705,49336,EMWD-Sun City RWRF,2021,PV,single-axis,0.0,0.0,,1.6
472,Riverside,33.799274,-117.076969,CA,33.795872,-115.373215,3949971,"Desert Harvest, LLC",2020,PV,single-axis,180.0,,,80.0
473,Riverside,33.799274,-117.076969,CA,33.790791,-115.34259,3428127,"Desert Harvest II, LLC",2020,PV,single-axis,180.0,,batteries,70.0
474,Riverside,33.799274,-117.076969,CA,33.575493,-114.740097,4722515,Blythe Mesa Solar II,2021,PV,single-axis,0.0,,batteries,223.6
475,Riverside,33.799274,-117.076969,CA,33.706612,-114.785706,7592281,Arlington Energy Center II,2021,PV,single-axis,0.0,,batteries,233.0
476,Riverside,33.799274,-117.076969,CA,33.65995,-114.736618,4457428,"Blythe Solar III, LLC Hybrid",2020,PV,single-axis,180.0,,batteries,137.4
477,Riverside,33.799274,-117.076969,CA,33.681889,-114.769531,3289904,"Blythe Solar IV, LLC",2015,PV,single-axis,180.0,,batteries,137.4
478,Riverside,33.799274,-117.076969,CA,33.69952,-115.222992,6101181,"Maverick Solar, LLC",2020,PV,single-axis,180.0,,,125.0
479,Riverside,33.799274,-117.076969,CA,33.689774,-115.197685,4640996,"Maverick Solar 4, LLC",2021,PV,single-axis,180.0,,,100.0
480,Riverside,33.799274,-117.076969,CA,33.739544,-115.318176,1395247,"SE Athos II, LLC",2021,PV,single-axis,60.0,,,200.0
481,Riverside,33.799274,-117.076969,CA,33.725693,-115.375221,9465979,Oberon Solar Project,2022,PV,single-axis,0.0,,batteries,250.0
482,Riverside,33.799274,-117.076969,CA,33.740593,-115.350586,1803587,"Maverick Solar 6, LLC",2021,PV,single-axis,180.0,60.0,batteries,100.0
483,Riverside,33.799274,-117.076969,CA,33.755569,-117.198647,103142,EMWD-Perris Valley RWRF,2021,PV,single-axis,180.0,52.0,,3.4
484,Riverside,33.799274,-117.076969,CA,33.802376,-117.02301,88997,EMWD - San Jacinto RES BCT,2021,PV,single-axis,0.0,,,4.2
485,Riverside,33.799274,-117.076969,CA,33.998032,-117.552742,39927,Chambers 4 - Eastvale LGB3,2019,PV,single-axis,180.0,10.0,,2.4
486,Riverside,33.799274,-117.076969,CA,33.704945,-115.282082,3159861,Victory Pass,2024,PV,single-axis,180.0,0.0,batteries,200.0
487,Riverside,33.799274,-117.076969,CA,33.722725,-115.265182,7688344,Arica Solar,2024,PV,single-axis,180.0,0.0,batteries,263.0
488,Riverside,33.799274,-117.076969,CA,34.027229,-117.520912,55346,CA Jurupa Valley 3251 De Forest Circle,2024,PV,fixed-tilt,180.0,0.0,,4.5
489,Riverside,33.799274,-117.076969,CA,34.029015,-117.517143,32467,Dulles,2016,PV,fixed-tilt,180.0,10.0,,2.0
490,Riverside,33.799274,-117.076969,CA,33.865868,-117.221764,19141,SunEdison Walgreens Moreno Valley,2007,PV,fixed-tilt,180.0,15.0,,1.0
491,Riverside,33.799274,-117.076969,CA,33.827732,-117.511406,19629,"Temescal Canyon RV, LLC",2011,PV,single-axis,225.0,2.0,,1.5
492,Riverside,33.799274,-117.076969,CA,33.768848,-117.020988,15785,Tahquitz High School,2012,PV,single-axis,90.0,,,1.0
493,Riverside,33.799274,-117.076969,CA,33.719624,-117.011009,12914,West Valley High School Solar,2012,PV,single-axis,90.0,,,1.0
494,Riverside,33.799274,-117.076969,CA,34.01387,-117.537086,79239,Mira Loma,2011,PV,fixed-tilt,180.0,9.0,,3.0
495,Riverside,33.799274,-117.076969,CA,33.969292,-117.332359,35699,UC Riverside Lots 30 & 32,2017,PV,single-axis,180.0,10.0,,4.0
496,Riverside,33.799274,-117.076969,CA,33.972755,-117.334633,33279,Broadway 2 - UC Riverside,2014,PV,single-axis,0.0,0.0,,3.0
497,Riverside,33.799274,-117.076969,CA,33.928669,-117.002251,49376,Amazon PSP1,2021,PV,fixed-tilt,0.0,0.0,,3.8
498,Riverside,33.799274,-117.076969,CA,33.992435,-117.553314,40836,Chambers 4 - Eastvale DCA2,2018,PV,single-axis,180.0,10.0,,1.5
499,Riverside,33.799274,-117.076969,CA,33.897125,-117.278603,58235,Park Meridian #1,2015,PV,fixed-tilt,180.0,11.0,,1.5
500,Riverside,33.799274,-117.076969,CA,34.008141,-117.388451,35353,"SSI West Riverside Landfill, LLC",2020,PV,single-axis,180.0,17.0,,2.5
501,Riverside,33.799274,-117.076969,CA,33.66851,-117.383049,12202,Lake Elsinore Canopies - Lakeside HS,2022,PV,single-axis,180.0,5.0,,1.0
502,Riverside,33.799274,-117.076969,CA,33.879818,-117.299034,62369,Chambers 4 - Riverside LGB6,2018,PV,single-axis,180.0,10.0,,2.4
503,Sacramento,38.568337,-121.381235,CA,38.253094,-121.279022,63138,SMUD at Van Conett,2011,PV,fixed-tilt,210.0,20.0,,2.9
504,Sacramento,38.568337,-121.381235,CA,38.237911,-121.338058,63992,SMUD at Fleshman,2011,PV,fixed-tilt,210.0,20.0,,2.9
505,Sacramento,38.568337,-121.381235,CA,38.338753,-121.431259,22853,SMUD at Lawrence,2011,PV,fixed-tilt,210.0,20.0,,1.0
506,Sacramento,38.568337,-121.381235,CA,38.469517,-121.18248,61409,"RE Dillard 1, LLC",2012,PV,single-axis,90.0,,,3.0
507,Sacramento,38.568337,-121.381235,CA,38.463104,-121.180084,70069,"RE Dillard 3, LLC",2012,PV,single-axis,90.0,,,3.0
508,Sacramento,38.568337,-121.381235,CA,38.466026,-121.178085,66488,"RE Dillard 2, LLC",2012,PV,single-axis,90.0,,,3.0
509,Sacramento,38.568337,-121.381235,CA,38.28355,-121.461632,25596,Green Acres Solar Facility 2,2012,PV,single-axis,0.0,0.0,,0.9
510,Sacramento,38.568337,-121.381235,CA,38.282097,-121.465538,82056,Green Acres Solar Facility 1,2012,PV,single-axis,90.0,,,2.8
511,Sacramento,38.568337,-121.381235,CA,38.516212,-121.475655,49506,"Solar Star California II, LLC",2012,PV,single-axis,180.0,,,2.0
512,Sacramento,38.568337,-121.381235,CA,38.450119,-121.164253,29197,"Sacramento Soleil, LLC",2008,PV,fixed-tilt,205.0,45.0,,1.0
513,Sacramento,38.568337,-121.381235,CA,38.515354,-121.401009,69878,Depot Park Solar System,2010,PV,single-axis,90.0,,,3.0
514,Sacramento,38.568337,-121.381235,CA,38.561256,-121.259186,18548,FAA NorCal TRACON,2012,PV,single-axis,90.0,0.0,,1.0
515,Sacramento,38.568337,-121.381235,CA,38.644085,-121.172447,24358,Intel Folsom,2010,PV,single-axis,205.0,12.0,,1.0
516,Sacramento,38.568337,-121.381235,CA,38.36483,-121.412766,404740,SMUD at Grundman,2011,PV,fixed-tilt,210.0,20.0,,18.0
517,Sacramento,38.568337,-121.381235,CA,38.613438,-121.163208,38449,Aerojet I,2009,PV,single-axis,225.0,45.0,,3.0
518,Sacramento,38.568337,-121.381235,CA,38.609425,-121.169853,58630,Aerojet II,2010,PV,single-axis,225.0,45.0,,2.7
519,Sacramento,38.568337,-121.381235,CA,38.34787,-121.1119,1739195,"Rancho Seco Solar II, LLC",2020,PV,fixed-tilt,210.0,20.0,,160.0
520,Sacramento,38.568337,-121.381235,CA,38.55479,-121.417091,13758,Sacramento Fairbain Water Treatment Plant,2013,PV,single-axis,180.0,10.0,,1.0
521,Sacramento,38.568337,-121.381235,CA,38.585228,-121.467194,12178,Sacramento (SMUD),2014,PV,fixed-tilt,123.0,10.0,,1.5
522,Sacramento,38.568337,-121.381235,CA,38.700214,-121.586723,115432,SCDA Solar 1,2017,PV,single-axis,180.0,,,6.8
523,Sacramento,38.568337,-121.381235,CA,38.34399,-121.11776,201447,"Rancho Seco Solar, LLC",2016,PV,single-axis,90.0,,,10.9
524,Sacramento,38.568337,-121.381235,CA,38.43623,-121.466263,74463,Sacramento Regional County Sanitation PV,2017,PV,single-axis,0.0,0.0,,3.5
525,Sacramento,38.568337,-121.381235,CA,38.704395,-121.479042,211374,Wildflower Solar 1,2020,PV,single-axis,180.0,60.0,,13.7
526,Sacramento,38.568337,-121.381235,CA,38.304691,-121.289993,112474,"RE McKenzie 3, LLC",2012,PV,single-axis,90.0,,,5.0
527,Sacramento,38.568337,-121.381235,CA,38.306492,-121.294922,200829,"RE McKenzie 2, LLC",2012,PV,single-axis,90.0,,,5.0
528,Sacramento,38.568337,-121.381235,CA,38.304691,-121.29245,109723,"RE McKenzie 4, LLC",2012,PV,single-axis,90.0,,,5.0
529,Sacramento,38.568337,-121.381235,CA,38.309456,-121.292343,115684,"RE McKenzie 5, LLC",2012,PV,single-axis,90.0,,,5.0
530,Sacramento,38.568337,-121.381235,CA,38.30571,-121.284538,210875,"RE McKenzie 1, LLC",2012,PV,single-axis,90.0,,,30.0
531,Sacramento,38.568337,-121.381235,CA,38.309189,-121.290031,101355,"RE McKenzie 6, LLC",2012,PV,single-axis,90.0,,,5.0
532,Sacramento,38.568337,-121.381235,CA,38.597321,-121.431244,20499,Sacramento Point West Medical Offices,2020,PV,single-axis,245.0,7.0,,1.3
533,Sacramento,38.568337,-121.381235,CA,38.347675,-121.410568,204304,"RE Bruceville 1, LLC",2012,PV,single-axis,90.0,,,5.0
534,Sacramento,38.568337,-121.381235,CA,38.347729,-121.415009,192333,"RE Bruceville 2, LLC",2012,PV,single-axis,90.0,,,5.0
535,Sacramento,38.568337,-121.381235,CA,38.553616,-121.422607,21038,CSU Sacramento I,2023,PV,fixed-tilt,180.0,7.0,,1.3
536,Sacramento,38.568337,-121.381235,CA,38.488571,-121.3918,16831,FRV SI Transport Solar LP,2010,PV,fixed-tilt,180.0,5.0,,1.0
537,Sacramento,38.568337,-121.381235,CA,38.600868,-121.397972,15980,US GSA - Sacramento,2018,PV,fixed-tilt,180.0,7.0,,1.1
538,Sacramento,38.568337,-121.381235,CA,38.56496,-121.342827,39328,Dept of General Services -FTB,2017,PV,fixed-tilt,180.0,12.0,,2.7
539,Sacramento,38.568337,-121.381235,CA,38.691845,-121.158493,18444,Folsom SP and CSP Sacramento,2019,PV,fixed-tilt,110.0,12.0,,1.3
540,Sacramento,38.568337,-121.381235,CA,38.549419,-121.447716,30417,Department of Justice,2020,PV,single-axis,180.0,7.0,,2.4
541,Sacramento,38.568337,-121.381235,CA,38.682541,-121.574417,48760,Chambers 4 - Sacramento SMF1,2018,PV,single-axis,180.0,10.0,,2.7
542,Sacramento,38.568337,-121.381235,CA,38.576897,-121.29464,13862,Rancho Cordova Medical Offices,2021,PV,fixed-tilt,180.0,20.0,,1.1
543,Sacramento,38.568337,-121.381235,CA,38.646992,-121.165741,69327,Intel Folsom Phase 3,2016,PV,fixed-tilt,272.0,5.0,,5.2
544,Sacramento,38.568337,-121.381235,CA,38.64529,-121.168739,11305,Intel Folsom Phase 2,2012,PV,fixed-tilt,272.0,5.0,,1.0
545,Sacramento,38.568337,-121.381235,CA,38.643364,-121.505569,14393,Strata Roof 1,2013,PV,fixed-tilt,180.0,10.0,,1.0
546,Sacramento,38.568337,-121.381235,CA,38.362709,-121.385361,145997,"RE Kammerer 3, LLC",2012,PV,single-axis,90.0,,,5.0
547,Sacramento,38.568337,-121.381235,CA,38.360947,-121.384293,99866,"RE Kammerer 2, LLC",2012,PV,single-axis,90.0,,,5.0
548,Sacramento,38.568337,-121.381235,CA,38.364422,-121.385345,145884,"RE Kammerer 1, LLC",2012,PV,single-axis,90.0,,,5.0
549,San Benito,36.843074,-121.402614,CA,36.629772,-120.891312,3272893,Panoche Valley Solar Farm,2018,PV,single-axis,0.0,,,140.0
550,San Benito,36.843074,-121.402614,CA,36.831898,-121.404083,37230,"Enerparc CA1, LLC",2014,PV,fixed-tilt,200.0,28.0,,1.5
551,San Benito,36.843074,-121.402614,CA,36.862423,-121.428902,52361,"Hollister Solar, LLC",2014,PV,single-axis,180.0,25.0,,1.5
552,San Benito,36.843074,-121.402614,CA,36.875561,-121.603661,59016,Graniterock Quarry,2022,PV,fixed-tilt,200.0,25.0,,4.4
553,San Bernardino,34.190969,-117.359766,CA,34.552307,-117.456764,33871,"Industry Solar Power Generation Station 1, LLC",2013,PV,single-axis,90.0,,,1.5
554,San Bernardino,34.190969,-117.359766,CA,34.509182,-117.153824,29298,Nunn,2013,PV,single-axis,180.0,0.0,,1.0
555,San Bernardino,34.190969,-117.359766,CA,34.166359,-116.236092,484286,Cascade Solar,2014,PV,single-axis,90.0,,,18.5
556,San Bernardino,34.190969,-117.359766,CA,34.594303,-117.194878,29356,SunEdison Walmart Apple Valley DC,2009,PV,single-axis,0.0,0.0,,0.9
557,San Bernardino,34.190969,-117.359766,CA,34.600784,-117.642349,61009,Watts 3115,2013,PV,single-axis,112.0,0.0,,2.0
558,San Bernardino,34.190969,-117.359766,CA,34.853706,-116.683182,40277,"Newberry Solar 1, LLC",2013,PV,dual-axis,180.0,,,1.5
559,San Bernardino,34.190969,-117.359766,CA,34.043324,-117.097061,31599,Crafton Hills College Solar Farm,2012,PV,dual-axis,180.0,0.0,,1.3
560,San Bernardino,34.190969,-117.359766,CA,34.17411,-116.152878,60191,SEPV 2,2012,PV,single-axis,90.0,,,2.0
561,San Bernardino,34.190969,-117.359766,CA,34.48011,-117.25782,26560,Victor Valley CC CPV Solar,2010,PV,dual-axis,180.0,,,1.0
562,San Bernardino,34.190969,-117.359766,CA,34.512249,-117.47831,449618,"RE Victor Phelan Solar One, LLC",2013,PV,single-axis,90.0,,,17.5
563,San Bernardino,34.190969,-117.359766,CA,34.398251,-116.869667,166077,"Lone Valley Solar Park I, LLC",2014,PV,single-axis,90.0,50.0,,10.0
564,San Bernardino,34.190969,-117.359766,CA,34.547943,-117.44014,139299,Adelanto Solar Project,2012,PV,fixed-tilt,180.0,30.0,,10.0
565,San Bernardino,34.190969,-117.359766,CA,34.172176,-116.154091,323372,SEPV 8,2013,PV,single-axis,180.0,,,12.0
566,San Bernardino,34.190969,-117.359766,CA,34.189892,-116.091637,255267,SEPV9 Power Plant,2013,PV,single-axis,180.0,,,8.5
567,San Bernardino,34.190969,-117.359766,CA,34.544533,-117.192795,20010,"Otoe Solar Power Generation Station 1, LLC",2013,PV,fixed-tilt,198.0,20.0,,1.5
568,San Bernardino,34.190969,-117.359766,CA,34.550339,-117.192741,49408,"Navajo Solar Power Generation Station 1, LLC",2013,PV,single-axis,90.0,,,1.5
569,San Bernardino,34.190969,-117.359766,CA,34.583382,-117.341454,39717,Expressway Solar B,2014,PV,fixed-tilt,193.0,25.0,,2.0
570,San Bernardino,34.190969,-117.359766,CA,34.496395,-117.144173,40550,"Powhatan Solar Power Generation Station 1, LLC",2013,PV,single-axis,90.0,,,1.5
571,San Bernardino,34.190969,-117.359766,CA,34.584614,-117.342224,41889,Expressway Solar C2,2014,PV,fixed-tilt,193.0,25.0,,1.5
572,San Bernardino,34.190969,-117.359766,CA,34.582291,-117.341621,35635,Expressway Solar A,2014,PV,fixed-tilt,193.0,25.0,,2.0
573,San Bernardino,34.190969,-117.359766,CA,35.585564,-115.43457,4538817,Stateline Solar,2016,PV,fixed-tilt,180.0,25.0,,299.5
574,San Bernardino,34.190969,-117.359766,CA,34.042263,-117.361809,14491,"Colton Solar Two, LLC",2015,PV,single-axis,90.0,,,1.0
575,San Bernardino,34.190969,-117.359766,CA,34.094021,-117.319138,34843,"Colton Solar One, LLC",2015,PV,fixed-tilt,180.0,1.0,,2.5
576,San Bernardino,34.190969,-117.359766,CA,34.765217,-117.323349,46558,"Mitchell Solar, LLC",2014,PV,single-axis,45.0,0.0,,1.5
