usps,fips,county,latitude,longitude,geocode
KS,20117,Marshall County,39.782709,-96.521243,9z567d
KS,20119,Meade County,37.243886,-100.360094,9y8euk
KS,20121,Miami County,38.566772,-94.832963,9yue6h
KS,20123,Mitchell County,39.393026,-98.207362,9z40j5
KS,20125,Montgomery County,37.189537,-95.742403,9yegt6
KS,20127,Morris County,38.688204,-96.651448,9ygk0d
KS,20129,Morton County,37.185249,-101.809516,9wxee3
KS,20131,Nemaha County,39.791043,-96.005381,9z5dr7
KS,20133,Neosho County,37.564283,-95.315682,9ysjxn
KS,20135,Ness County,38.480437,-99.908745,9ybfyt
KS,20137,Norton County,39.783867,-99.899235,9z0fqd
KS,20139,Osage County,38.650215,-95.708255,9yggyh
KS,20141,Osborne County,39.348261,-98.767942,9yczb7
KS,20143,Ottawa County,39.137963,-97.654802,9yfw9u
KS,20145,Pawnee County,38.181477,-99.234772,9yc3jy
KS,20147,Phillips County,39.784506,-99.34215,9z1676
KS,20149,Pottawatomie County,39.382187,-96.337113,9z52pc
KS,20151,Pratt County,37.647594,-98.74012,9y9y1j
KS,20153,Rawlins County,39.786198,-101.076738,9z047f
KS,20155,Reno County,37.948185,-98.078346,9ydrbh
KS,20157,Republic County,39.828906,-97.650883,9z4d9f
KS,20159,Rice County,38.347178,-98.201415,9yf4jk
KS,20161,Riley County,39.291211,-96.727489,9ygpwb
KS,20163,Rooks County,39.346006,-99.324492,9ycrgf
KS,20165,Rush County,38.523596,-99.309184,9yc7hj
KS,20167,Russell County,38.91604,-98.770949,9ycv2k
KS,20169,Saline County,38.791804,-97.651478,9yfs9v
KS,20171,Scott County,38.481877,-100.90636,9yb4zv
KS,20173,Sedgwick County,37.681045,-97.461054,9ydwq5
KS,20175,Seward County,37.18096,-100.855257,9y878b
KS,20177,Shawnee County,39.041805,-95.755664,9ygyj5
KS,20179,Sheridan County,39.350547,-100.441228,9ybxf7
KS,20181,Sherman County,39.351352,-101.719859,9wzxv7
KS,20183,Smith County,39.78466,-98.785429,9z1f24
KS,20185,Stafford County,38.03563,-98.719889,9ycb3s
KS,20187,Stanton County,37.565932,-101.789383,9wxtew
KS,20189,Stevens County,37.2017,-101.317268,9wxgwk
KS,20191,Sumner County,37.236662,-97.493352,9ydev6
KS,20193,Thomas County,39.357713,-101.083386,9ybpgu
KS,20195,Trego County,38.921302,-99.865423,9ybvrt
KS,20197,Wabaunsee County,38.955154,-96.201262,9ygtdg
KS,20199,Wallace County,38.926626,-101.771103,9wztkn
KS,20201,Washington County,39.776714,-97.095611,9z4fq9
KS,20203,Wichita County,38.481922,-101.347434,9wzfvv
KS,20205,Wilson County,37.558515,-95.745175,9yevtm
KS,20207,Woodson County,37.888193,-95.758469,9yezsc
KS,20209,Wyandotte County,39.115384,-94.763087,9yuwe8
KY,21001,Adair County,37.105559,-85.28138,dne756
KY,21003,Allen County,36.75077,-86.192458,dnd9nd
KY,21005,Anderson County,38.005396,-84.986417,dng84n
KY,21007,Ballard County,37.051323,-89.010367,dn8dy8
KY,21009,Barren County,36.962805,-85.932108,dndfk8
KY,21011,Bath County,38.152249,-83.737641,dnu3n9
KY,21013,Bell County,36.728928,-83.680718,dns2zy
KY,21015,Boone County,38.9589,-84.736371,dngtxu
KY,21017,Bourbon County,38.202562,-84.20986,dnu17f
KY,21019,Boyd County,38.360004,-82.681406,dnv4nx
KY,21021,Boyle County,37.618104,-84.868352,dnewhb
KY,21023,Bracken County,38.680365,-84.115235,dnuhjc
KY,21025,Breathitt County,37.517807,-83.317158,dnsv2j
KY,21027,Breckinridge County,37.777988,-86.432919,dndwcj
KY,21029,Bullitt County,37.969945,-85.702636,dng01b
KY,21031,Butler County,37.207013,-86.682471,dnd7em
KY,21033,Caldwell County,37.148642,-87.870509,dn9e26
KY,21035,Calloway County,36.620978,-88.274086,dn90r6
KY,21037,Campbell County,38.946981,-84.379583,dngvxf
KY,21039,Carlisle County,36.85718,-88.976614,dn89xm
KY,21041,Carroll County,38.668394,-85.124024,dng7yz
KY,21043,Carter County,38.309549,-83.048796,dnucyn
KY,21045,Casey County,37.321962,-84.92822,dnes76
KY,21047,Christian County,36.892059,-87.492986,dn9cc5
KY,21049,Clark County,37.970314,-84.145115,dnu0j0
KY,21051,Clay County,37.164273,-83.715473,dns7rj
KY,21053,Clinton County,36.727258,-85.136098,dne2yt
KY,21055,Crittenden County,37.358149,-88.10501,dn9ke0
KY,21057,Cumberland County,36.782372,-85.388484,dne32b
KY,21059,Daviess County,37.731671,-87.087139,dndndk
KY,21061,Edmonson County,37.227514,-86.218015,dndey1
KY,21063,Elliott County,38.116883,-83.096116,dnubv4
KY,21065,Estill County,37.692449,-83.963983,dnsq3m
KY,21067,Fayette County,38.040675,-84.458274,dngbqj
KY,21069,Fleming County,38.367848,-83.699205,dnu6r2
KY,21071,Floyd County,37.552456,-82.739724,dntjth
KY,21073,Franklin County,38.234919,-84.868786,dng9sb
KY,21075,Fulton County,36.552511,-89.187659,dn2xfq
KY,21077,Gallatin County,38.760103,-84.862153,dngssb
KY,21079,Garrard County,37.630162,-84.545856,dneyh4
KY,21081,Grant County,38.649167,-84.625924,dnggf7
KY,21083,Graves County,36.723344,-88.649897,dn8byt
KY,21085,Grayson County,37.458577,-86.344011,dndt55
KY,21087,Green County,37.275382,-85.578483,dnehh9
KY,21089,Greenup County,38.563562,-82.93382,dnv52u
KY,21091,Hancock County,37.843325,-86.792761,dndr2c
KY,21093,Hardin County,37.695836,-85.963183,dndy7y
KY,21095,Harlan County,36.859223,-83.221497,dnscdn
KY,21097,Harrison County,38.444578,-84.334131,dnu48y
KY,21099,Hart County,37.309097,-85.882123,dndujx
KY,21101,Henderson County,37.792542,-87.572577,dn9wzp
KY,21103,Henry County,38.451383,-85.119647,dng6xp
KY,21105,Hickman County,36.675896,-88.972084,dn88xk
KY,21107,Hopkins County,37.31107,-87.542196,dn9srb
KY,21109,Jackson County,37.403458,-84.020576,dnskb1
KY,21111,Jefferson County,38.189532,-85.657624,dng16b
KY,21113,Jessamine County,37.873291,-84.58396,dnez7n
KY,21115,Johnson County,37.847756,-82.830121,dntp71
KY,21117,Kenton County,38.930503,-84.533438,dngvkr
KY,21119,Knott County,37.354368,-82.952546,dnth82
KY,21121,Knox County,36.8885,-83.855551,dns3gg
KY,21123,Larue County,37.544462,-85.696841,dnej9f
KY,21125,Laurel County,37.113268,-84.119395,dns5ju
KY,21127,Lawrence County,38.074453,-82.73829,dnv0t5
KY,21129,Lee County,37.608116,-83.719248,dnsmyy
KY,21131,Leslie County,37.087846,-83.388617,dnsdyr
KY,21133,Letcher County,37.118536,-82.861251,dnt54m
KY,21135,Lewis County,38.535047,-83.370143,dnuenz
KY,21137,Lincoln County,37.457174,-84.658335,dnev1d
KY,21139,Livingston County,37.209517,-88.363426,dn95tj
KY,21141,Logan County,36.859607,-86.881288,dnd1wy
KY,21143,Lyon County,37.023976,-88.083391,dn96es
KY,21145,McCracken County,37.054111,-88.712454,dn8fv3
KY,21147,McCreary County,36.731136,-84.491052,dnebvq
KY,21149,McLean County,37.526707,-87.265597,dn9vqp
KY,21151,Madison County,37.725511,-84.278362,dnsnd5
KY,21153,Magoffin County,37.698983,-83.069721,dnsymw
KY,21155,Marion County,37.552604,-85.268959,dnemes
KY,21157,Marshall County,36.882017,-88.332752,dn91vf
KY,21159,Martin County,37.796774,-82.506623,dntr48
KY,21161,Mason County,38.594137,-83.828125,dnu7s3
KY,21163,Meade County,37.967476,-86.200863,dndxyr
KY,21165,Menifee County,37.935501,-83.589365,dnsxcc
KY,21167,Mercer County,37.812085,-84.879695,dnexhe
KY,21169,Metcalfe County,36.99243,-85.633456,dne47q
KY,21171,Monroe County,36.714077,-85.713508,dne0ce
KY,21173,Montgomery County,38.038109,-83.912416,dnu26s
KY,21175,Morgan County,37.92294,-83.258944,dnsz9r
KY,21177,Muhlenberg County,37.213816,-87.134092,dnd59n
KY,21179,Nelson County,37.80312,-85.465931,dnepp1
KY,21181,Nicholas County,38.338031,-84.026223,dnu4pg
KY,21183,Ohio County,37.477859,-86.844871,dndjpy
KY,21185,Oldham County,38.400127,-85.456152,dng4rq
KY,21187,Owen County,38.499395,-84.84159,dngej2
KY,21189,Owsley County,37.423622,-83.691637,dnskzs
KY,21191,Pendleton County,38.696284,-84.351943,dnuh0s
KY,21193,Perry County,37.241282,-83.217772,dnsgf7
KY,21195,Pike County,37.486031,-82.410912,dntmk8
KY,21197,Powell County,37.809907,-83.831354,dnsrh7
KY,21199,Pulaski County,37.107374,-84.576953,dneg57
KY,21201,Robertson County,38.513473,-84.06423,dnu5p5
KY,21203,Rockcastle County,37.36105,-84.314368,dnsh93
KY,21205,Rowan County,38.204266,-83.428079,dnu9md
KY,21207,Russell County,36.990587,-85.05495,dned2t
KY,21209,Scott County,38.28571,-84.57834,dngcg3
KY,21211,Shelby County,38.239011,-85.228247,dng3s9
KY,21213,Simpson County,36.740937,-86.581793,dnd3jb
KY,21215,Spencer County,38.025411,-85.317174,dng26d
KY,21217,Taylor County,37.36621,-85.328059,dnekd6
KY,21219,Todd County,36.840338,-87.183642,dnd184
KY,21221,Trigg County,36.807681,-87.858652,dn992s
KY,21223,Trimble County,38.62004,-85.351208,dng79y
KY,21225,Union County,37.658029,-87.95165,dn9qnx
KY,21227,Warren County,36.995634,-86.423579,dndd3q
KY,21229,Washington County,37.754209,-85.175416,dneqvb
KY,21231,Wayne County,36.800772,-84.82659,dne9me
KY,21233,Webster County,37.51946,-87.68479,dn9tkw
KY,21235,Whitley County,36.758024,-84.144648,dns1j5
KY,21237,Wolfe County,37.743893,-83.49511,dnswsp
KY,21239,Woodford County,38.043103,-84.748855,dng8rm
LA,22001,Acadia Parish,30.291497,-92.411037,9vqk34
LA,22003,Allen Parish,30.652744,-92.819605,9vmyru
LA,22005,Ascension Parish,30.206444,-90.912502,9vr7g4
LA,22007,Assumption Parish,29.898853,-91.052465,9vr604
LA,22009,Avoyelles Parish,31.088503,-91.983275,9vw8fg
LA,22011,Beauregard Parish,30.645018,-93.340253,9vmw7f
LA,22013,Bienville Parish,32.340952,-93.041151,9vtzfz
LA,22015,Bossier Parish,32.698481,-93.626561,9vv6j2
LA,22017,Caddo Parish,32.577195,-93.882423,9vv1rd
LA,22019,Calcasieu Parish,30.229559,-93.358015,9vmegx
LA,22021,Caldwell Parish,32.101219,-92.114231,9vwqxg
LA,22023,Cameron Parish,29.871812,-93.164948,9vm9zv
LA,22025,Catahoula Parish,31.666517,-91.846703,9vwsju
LA,22027,Claiborne Parish,32.82716,-92.989728,9vvfgb
LA,22029,Concordia Parish,31.469805,-91.626315,9vwg4b
LA,22031,De Soto Parish,32.059248,-93.740797,9vtq6u
LA,22033,East Baton Rouge Parish,30.54393,-91.093131,9vrjz0
LA,22035,East Carroll Parish,32.73017,-91.234141,9vz45y
LA,22037,East Feliciana Parish,30.839784,-91.043434,9vrr2q
LA,22039,Evangeline Parish,30.720693,-92.404086,9vqqc2
LA,22041,Franklin Parish,32.139076,-91.672371,9vwycf
LA,22043,Grant Parish,31.597787,-92.561716,9vw5v8
LA,22045,Iberia Parish,30.007127,-91.976784,9vqden
LA,22047,Iberville Parish,30.270628,-91.365848,9vrh0y
LA,22049,Jackson Parish,32.30429,-92.5617,9vwpv8
LA,22051,Jefferson Parish,29.522281,-90.081001,9vpzyn
LA,22053,Jefferson Davis Parish,30.269529,-92.816221,9vmupy
LA,22055,Lafayette Parish,30.206507,-92.06417,9vqec4
LA,22057,Lafourche Parish,29.491992,-90.394849,9vpxz0
LA,22059,LaSalle Parish,31.680083,-92.161596,9vwknz
LA,22061,Lincoln Parish,32.601823,-92.662303,9vy17q
LA,22063,Livingston Parish,30.440419,-90.727474,9vrmpm
LA,22065,Madison Parish,32.346878,-91.231932,9vz05b
LA,22067,Morehouse Parish,32.820008,-91.800399,9vydxn
LA,22069,Natchitoches Parish,31.732551,-93.082611,9vtu9b
LA,22071,Orleans Parish,30.05342,-89.934502,dj24cr
LA,22073,Ouachita Parish,32.480932,-92.151581,9vy2z0
LA,22075,Plaquemines Parish,29.282447,-89.576068,dj0q9d
LA,22077,Pointe Coupee Parish,30.708319,-91.604621,9vqyeq
LA,22079,Rapides Parish,31.193204,-92.535953,9vw1qq
LA,22081,Red River Parish,32.101213,-93.34905,9vtweg
LA,22083,Richland Parish,32.413158,-91.748353,9vyb2h
LA,22085,Sabine Parish,31.560402,-93.559579,9vt7wc
LA,22087,St. Bernard Parish,29.91811,-89.263494,dj2d0y
LA,22089,St. Charles Parish,29.905722,-90.357855,9vrdpu
LA,22091,St. Helena Parish,30.822539,-90.708307,9vrrrg
LA,22093,St. James Parish,30.024777,-90.793956,9vr6vc
LA,22095,St. John the Baptist Parish,30.144068,-90.49096,9vrekz
LA,22097,St. Landry Parish,30.583441,-91.989274,9vqtfx
LA,22099,St. Martin Parish,30.121433,-91.611481,9vqg77
LA,22101,St. Mary Parish,29.629349,-91.463804,9vqbw9
LA,22103,St. Tammany Parish,30.410022,-89.951962,dj2hcp
LA,22105,Tangipahoa Parish,30.621531,-90.40663,9vrwnw
LA,22107,Tensas Parish,32.001489,-91.342576,9vxn13
LA,22109,Terrebonne Parish,29.33413,-90.843674,9vpquu
LA,22111,Union Parish,32.829349,-92.37565,9vy6cb
LA,22113,Vermilion Parish,29.789722,-92.291568,9vq37z
LA,22115,Vernon Parish,31.110563,-93.18152,9vt8zx
LA,22117,Washington Parish,30.852144,-90.046253,9vrzwb
LA,22119,Webster Parish,32.732152,-93.339825,9vvdhn
LA,22121,West Baton Rouge Parish,30.464052,-91.309808,9vrj61
LA,22123,West Carroll Parish,32.79248,-91.451998,9vyfwc
LA,22125,West Feliciana Parish,30.872701,-91.421008,9vqzxs
LA,22127,Winn Parish,31.941187,-92.641269,9vwjey
ME,23001,Androscoggin County,44.167681,-70.207435,dry562
ME,23003,Aroostook County,46.709193,-68.612409,f2r1wx
ME,23005,Cumberland County,43.808348,-70.330375,drvcpx
ME,23007,Franklin County,44.976724,-70.414935,drvzve
ME,23009,Hancock County,44.564906,-68.370703,drzms0
ME,23011,Kennebec County,44.417012,-69.765764,dryksm
ME,23013,Knox County,44.042045,-69.038514,dryfsc
ME,23015,Lincoln County,43.994781,-69.513624,dryd61
ME,23017,Oxford County,44.4945,-70.734421,drvtn7
ME,23019,Penobscot County,45.409284,-68.666616,f2p4m6
ME,23021,Piscataquis County,45.915639,-69.102231,f2nv5w
ME,23023,Sagadahoc County,43.916845,-69.844227,dry3fd
ME,23025,Somerset County,45.503646,-69.95611,f2n6b5
ME,23027,Waldo County,44.505834,-69.138952,dryv4w
ME,23029,Washington County,44.967009,-67.609354,drzzv9
ME,23031,York County,43.426019,-70.668425,drtxpc
MD,24001,Allegany County,39.612313,-78.703104,dr0135
MD,24003,Anne Arundel County,38.991617,-76.560894,dqctcf
MD,24005,Baltimore County,39.443167,-76.616569,dr182s
MD,24009,Calvert County,38.522719,-76.529762,dqce4s
MD,24011,Caroline County,38.871531,-75.831662,dqfj4k
MD,24013,Carroll County,39.563331,-77.015328,dr11p6
MD,24015,Cecil County,39.562354,-75.941585,dr1cpf
MD,24017,Charles County,38.472853,-77.015427,dqc4z7
MD,24019,Dorchester County,38.429196,-76.047433,dqcft7
MD,24021,Frederick County,39.470214,-77.397628,dr0bwc
MD,24023,Garrett County,39.547299,-79.274619,dpp8up
MD,24025,Harford County,39.537429,-76.299789,dr18zv
MD,24027,Howard County,39.252264,-76.924406,dqcr39
MD,24029,Kent County,39.241279,-76.125987,dqcz5x
MD,24031,Montgomery County,39.137381,-77.203063,dqcneh
MD,24033,Prince George's County,38.829288,-76.84818,dqckgk
MD,24035,Queen Anne's County,39.040693,-76.082405,dqcyhe
MD,24037,St. Mary's County,38.220289,-76.530384,dqc96t
MD,24039,Somerset County,38.07445,-75.853323,dqf09g
MD,24041,Talbot County,38.748349,-76.178476,dqcu6t
MD,24043,Washington County,39.603621,-77.814671,dr09m3
MD,24045,Wicomico County,38.36737,-75.632083,dqf4qb
MD,24047,Worcester County,38.222133,-75.309931,dqf3qq
MD,24510,Baltimore city,39.300032,-76.610476,dqcx8d
MA,25001,Barnstable County,41.799014,-70.21188,drqjf3
MA,25003,Berkshire County,42.371493,-73.217928,drecjc
MA,25005,Bristol County,41.748588,-71.088894,drmmw2
MA,25007,Dukes County,41.38097,-70.701499,drmerj
MA,25009,Essex County,42.642708,-70.864909,drtde6
MA,25011,Franklin County,42.584504,-72.591792,drs6k0
MA,25013,Hampden County,42.136198,-72.635648,drkren
MA,25015,Hampshire County,42.339459,-72.663694,drs2f7
MA,25017,Middlesex County,42.481718,-71.394916,drt1xm
MA,25019,Nantucket County,41.305878,-70.14191,drq4gz
MA,25021,Norfolk County,42.171739,-71.181111,drmruj
MA,25023,Plymouth County,41.987196,-70.741942,drmwy5
MA,25025,Suffolk County,42.338551,-71.018253,drt2zg
MA,25027,Worcester County,42.311693,-71.940282,drsbdy
MI,26001,Alcona County,44.682535,-82.834078,dpvn5n
MI,26003,Alger County,47.080077,-86.564108,f067y4
MI,26005,Allegan County,42.595787,-86.634745,dpd6kd
MI,26007,Alpena County,44.894954,-83.426574,dpuxms
MI,26009,Antrim County,45.005455,-85.175639,f052jb
MI,26011,Arenac County,44.036833,-83.740675,dpu6w2
MI,26013,Baraga County,46.695859,-88.36181,f031tk
MI,26015,Barry County,42.582811,-85.31455,dpe64x
MI,26017,Bay County,43.699711,-83.978701,dpu295
MI,26019,Benzie County,44.648621,-86.494326,dpfqpb
MI,26021,Berrien County,41.791382,-86.742543,dp6mdp
MI,26023,Branch County,41.918455,-85.066885,dp7w2r
MI,26025,Calhoun County,42.24299,-85.012385,dpe836
MI,26027,Cass County,41.917243,-86.000142,dp6y7n
MI,26029,Charlevoix County,45.513164,-85.450392,f054zt
MI,26031,Cheboygan County,45.476022,-84.495431,f05ftq
MI,26033,Chippewa County,46.321819,-84.52063,f05zs8
MI,26035,Clare County,43.991137,-84.838325,dpgdm2
MI,26037,Clinton County,42.950455,-84.591695,dpeu74
MI,26039,Crawford County,44.680175,-84.611343,dpgy4t
MI,26041,Delta County,45.805229,-86.901938,f04hw6
MI,26043,Dickinson County,46.012825,-87.866123,f01tb8
MI,26045,Eaton County,42.58953,-84.84645,dpedm3
MI,26047,Emmet County,45.590094,-84.986822,f05e65
MI,26049,Genesee County,43.021077,-83.706372,dpskxp
MI,26051,Gladwin County,43.98975,-84.389816,dpgfr8
MI,26053,Gogebic County,46.461513,-89.806863,f020k6
MI,26055,Grand Traverse County,44.718688,-85.553848,dpgnmh
MI,26057,Gratiot County,43.292326,-84.60469,dpey6c
MI,26059,Hillsdale County,41.927461,-84.637479,dp7yd0
MI,26061,Houghton County,46.998427,-88.651903,f02gqe
MI,26063,Huron County,43.907616,-82.857045,dpv1f9
MI,26065,Ingham County,42.603534,-84.373811,dps425
MI,26067,Ionia County,42.94465,-85.073766,dpes21
MI,26069,Iosco County,44.329482,-82.849444,dpvh4t
MI,26071,Iron County,46.170254,-88.540526,f01n9j
MI,26073,Isabella County,43.645233,-84.839424,dpg8m3
MI,26075,Jackson County,42.248474,-84.420868,dpebqg
MI,26077,Kalamazoo County,42.246266,-85.532854,dpe0md
MI,26079,Kalkaska County,44.678881,-85.088992,dpgqpv
MI,26081,Kent County,43.032497,-85.547446,dpehv3
MI,26083,Keweenaw County,47.681974,-88.148797,f03r60
MI,26085,Lake County,43.995187,-85.8114,dpffr3
MI,26087,Lapeer County,43.088633,-83.224325,dpsv4h
MI,26089,Leelanau County,45.146182,-86.051574,f04bcf
MI,26091,Lenawee County,41.896022,-84.074356,dpknqf
MI,26093,Livingston County,42.602532,-83.911718,dps66e
MI,26095,Luce County,46.940602,-85.582368,f075h9
MI,26097,Mackinac County,46.167868,-85.303762,f05qdu
MI,26099,Macomb County,42.671553,-82.911456,dpt4c2
MI,26101,Manistee County,44.350386,-86.602967,dpfkm3
MI,26103,Marquette County,46.656596,-87.584028,f039qv
MI,26105,Mason County,43.996636,-86.750814,dpf63c
MI,26107,Mecosta County,43.635295,-85.332751,dpg24p
MI,26109,Menominee County,45.536207,-87.501811,f01g0c
MI,26111,Midland County,43.648203,-84.379414,dpgbrc
MI,26113,Missaukee County,44.325424,-85.085471,dpgkpv
MI,26115,Monroe County,41.916097,-83.487106,dpkwkn
MI,26117,Montcalm County,43.312782,-85.149468,dpeqqk
MI,26119,Montmorency County,45.024134,-84.130107,f0h0js
MI,26121,Muskegon County,43.289258,-86.751892,dpdq3b
MI,26123,Newaygo County,43.562712,-85.791372,dpdzzf
MI,26125,Oakland County,42.660452,-83.38421,dpsdww
MI,26127,Oceana County,43.647255,-86.807575,dpf229
MI,26129,Ogemaw County,44.33328,-84.128073,dpuhjw
MI,26131,Ontonagon County,47.216602,-89.500463,f02ke7
MI,26133,Osceola County,43.997552,-85.322283,dpg663
MI,26135,Oscoda County,44.687257,-84.126905,dpunjx
MI,26137,Otsego County,45.021787,-84.576603,f05b57
MI,26139,Ottawa County,42.942461,-86.654946,dpdkk1
MI,26141,Presque Isle County,45.489515,-83.384019,f0hdy9
MI,26143,Roscommon County,44.339517,-84.611271,dpgu4x
MI,26145,Saginaw County,43.328267,-84.05541,dpsnrr
MI,26147,St. Clair County,42.928803,-82.668913,dpthny
MI,26149,St. Joseph County,41.911488,-85.52287,dp7nmv
MI,26151,Sanilac County,43.449155,-82.642815,dptppm
MI,26153,Schoolcraft County,46.021122,-86.197029,f04ty9
MI,26155,Shiawassee County,42.951545,-84.146352,dpshm5
MI,26157,Tuscola County,43.487902,-83.436618,dpsxmk
MI,26159,Van Buren County,42.28215,-86.306076,dpd8s1
MI,26161,Washtenaw County,42.252217,-83.843423,dps2k5
MI,26163,Wayne County,42.284664,-83.261953,dpsb93
MI,26165,Wexford County,44.331375,-85.570046,dpghhy
MN,27001,Aitkin County,46.602446,-93.41976,cbm945
MN,27003,Anoka County,45.27411,-93.242723,cbj9w1
MN,27005,Becker County,46.937629,-95.741757,cb7gj2
MN,27007,Beltrami County,47.879508,-95.00505,cbs2qh
MN,27009,Benton County,45.701225,-94.00144,cbj5uz
MN,27011,Big Stone County,45.419925,-96.402226,cb56qk
MN,27013,Blue Earth County,44.03371,-94.064012,9zv4e8
MN,27015,Brown County,44.246541,-94.733647,9zuesq
MN,27017,Carlton County,46.603818,-92.671044,cbq155
MN,27019,Carver County,44.82132,-93.800091,9zvqcx
MN,27021,Cass County,46.951745,-94.333705,cbkgj7
MN,27023,Chippewa County,45.028625,-95.564108,cbh01m
MN,27025,Chisago County,45.505444,-92.903849,cbjfvu
MN,27027,Clay County,46.898377,-96.494901,cb76u1
MN,27029,Clearwater County,47.575873,-95.371117,cbkntu
MN,27031,Cook County,47.538569,-90.290189,cbry3q
MN,27033,Cottonwood County,44.010639,-95.183152,9zu665
MN,27035,Crow Wing County,46.491653,-94.070718,cbm07r
MN,27037,Dakota County,44.670893,-93.062481,9zvy4k
MN,27039,Dodge County,44.020706,-92.869353,9zvfqt
MN,27041,Douglas County,45.936829,-95.462156,cbhj7d
MN,27043,Faribault County,43.676522,-93.947234,9zv0qp
MN,27045,Fillmore County,43.679187,-92.093937,9zy82r
MN,27047,Freeborn County,43.674202,-93.350289,9zv87y
MN,27049,Goodhue County,44.406178,-92.716,9zyhd5
MN,27051,Grant County,45.930743,-96.010699,cb5tr1
MN,27053,Hennepin County,45.006121,-93.475228,cbj80c
MN,27055,Houston County,43.66699,-91.501556,9zybmv
MN,27057,Hubbard County,47.095551,-94.91329,cbkebj
MN,27059,Isanti County,45.562431,-93.296339,cbjehy
MN,27061,Itasca County,47.490817,-93.611102,cbmqjv
MN,27063,Jackson County,43.671111,-95.149731,9zu26y
MN,27065,Kanabec County,45.94776,-93.297788,cbjtku
MN,27067,Kandiyohi County,45.152714,-95.004981,cbh2y5
MN,27069,Kittson County,48.77604,-96.780349,cbejmx
MN,27071,Koochiching County,48.245374,-93.782896,cbt63y
MN,27073,Lac qui Parle County,44.999856,-96.176836,9zgxgr
MN,27075,Lake County,47.517111,-91.411704,cbqyrf
MN,27077,Lake of the Woods County,48.7681,-94.904633,cbst2m
MN,27079,Le Sueur County,44.373424,-93.730143,9zvk7j
MN,27081,Lincoln County,44.408238,-96.272032,9zgs9k
MN,27083,Lyon County,44.409195,-95.847268,9zgudu
MN,27085,McLeod County,44.821657,-94.272323,9zuyyz
MN,27087,Mahnomen County,47.328387,-95.811089,cb7v5z
MN,27089,Marshall County,48.362728,-96.357761,cbe7pk
MN,27091,Martin County,43.677118,-94.537252,9zub2z
MN,27093,Meeker County,45.123155,-94.527346,cbhb8y
MN,27095,Mille Lacs County,45.929043,-93.632996,cbjmm3
MN,27097,Morrison County,46.020484,-94.266619,cbhvyc
MN,27099,Mower County,43.666249,-92.759514,9zy03j
MN,27101,Murray County,44.015594,-95.761581,9zgfku
MN,27103,Nicollet County,44.35882,-94.245684,9zuur7
MN,27105,Nobles County,43.677686,-95.763132,9zgbkz
MN,27107,Norman County,47.329453,-96.463776,cb7mkb
MN,27109,Olmsted County,43.999499,-92.410099,9zy631
MN,27111,Otter Tail County,46.405727,-95.714581,cb5zvz
MN,27113,Pennington County,48.069247,-96.037725,cbe9qw
MN,27115,Pine County,46.10094,-92.763094,cbnn30
MN,27117,Pipestone County,44.015361,-96.257015,9zgd3s
MN,27119,Polk County,47.774254,-96.400027,cb7ry3
MN,27121,Pope County,45.589623,-95.446705,cbh5k5
MN,27123,Ramsey County,45.015204,-93.099965,cbjb16
MN,27125,Red Lake County,47.865487,-96.08718,cbe8m3
MN,27127,Redwood County,44.403536,-95.254241,9zuk87
MN,27129,Renville County,44.723697,-94.955617,9zuqrj
MN,27131,Rice County,44.350734,-93.298505,9zvskc
MN,27133,Rock County,43.669587,-96.263238,9zg83m
MN,27135,Roseau County,48.761068,-95.821504,cbev7s
MN,27137,St. Louis County,47.578635,-92.51457,cbqnwv
MN,27139,Scott County,44.651805,-93.533731,9zvqp8
MN,27141,Sherburne County,45.453176,-93.76913,cbj6d4
MN,27143,Sibley County,44.575734,-94.230123,9zuvxd
MN,27145,Stearns County,45.555235,-94.610482,cbhepj
MN,27147,Steele County,44.015261,-93.220453,9zvdqs
MN,27149,Stevens County,45.593461,-95.992315,cb5ers
MN,27151,Swift County,45.27581,-95.690124,cb5cwd
MN,27153,Todd County,46.066569,-94.900576,cbhw06
MN,27155,Traverse County,45.769935,-96.474832,cb5kks
MN,27157,Wabasha County,44.289693,-92.23334,9zy7vn
MN,27159,Wadena County,46.586986,-94.988608,cbk3n2
MN,27161,Waseca County,44.01846,-93.589844,9zv6qm
MN,27163,Washington County,45.037929,-92.890117,cbjbnn
MN,27165,Watonwan County,43.978109,-94.613798,9zudpj
MN,27167,Wilkin County,46.362335,-96.476657,cb5ru8
MN,27169,Winona County,43.982268,-91.776708,9zydpw
MN,27171,Wright County,45.175091,-93.966396,cbj0vx
MN,27173,Yellow Medicine County,44.715736,-95.862756,9zgy6s
MS,28001,Adams County,31.486224,-91.351797,9vx515
MS,28003,Alcorn County,34.886569,-88.581109,dn1n2q
MS,28005,Amite County,31.203933,-90.795542,9vx3tb
MS,28007,Attala County,33.090468,-89.588622,djbk1r
MS,28009,Benton County,34.810518,-89.200285,dn0w41
MS,28011,Bolivar County,33.799139,-90.88412,9yp27b
MS,28013,Calhoun County,33.936634,-89.337114,dn03p1
MS,28015,Carroll County,33.440795,-89.918887,djbn1z
MS,28017,Chickasaw County,33.933277,-88.947558,dn09pc
MS,28019,Choctaw County,33.345964,-89.251332,djbt9n
MS,28021,Claiborne County,31.97281,-90.915424,9vxmgh
MS,28023,Clarke County,32.045374,-88.687976,dj8ymc
MS,28025,Clay County,33.65967,-88.782468,djbz7x
